Permuatation,Time to Complete,Distance Moved,Error
0,1118.577003479004,"(129, 5)",0
0,766.3071155548096,"(122, 9)",0
0,883.7440013885498,"(122, 5)",0
0,798.54416847229,"(125, 0)",0
0,1011.7230415344238,"(117, -4)",0
0,613.9500141143799,"(126, -2)",0
0,1108.2549095153809,"(106, 3)",0
0,1086.5561962127686,"(112, -2)",0
0,960.8769416809082,"(109, 12)",0
0,988.8870716094971,"(130, 4)",0
1,1235.2850437164307,"(112, 19)",0
1,976.1650562286377,"(146, -1)",0
1,1416.5821075439453,"(149, 15)",1
1,566.9710636138916,"(130, -2)",0
1,848.639965057373,"(127, -2)",0
1,2129.6820640563965,"(132, 8)",0
1,680.8929443359375,"(158, -12)",0
1,781.1300754547119,"(154, -9)",0
1,617.6230907440186,"(142, 8)",0
1,858.0060005187988,"(131, 4)",0
1,683.1450462341309,"(107, 19)",0
1,634.7110271453857,"(153, 1)",0
2,967.9470062255859,"(161, -4)",0
2,713.3660316467285,"(127, -3)",0
2,598.6349582672119,"(191, 14)",0
2,2217.5376415252686,"(128, -5)",0
2,728.093147277832,"(156, 0)",0
2,666.7890548706055,"(108, 37)",0
2,22705.339908599854,"(155, 17)",0
2,614.9108409881592,"(148, -8)",0
3,551.9170761108398,"(318, -26)",0
3,551.8231391906738,"(153, 9)",0
3,2546.255111694336,"(150, 7)",0
3,567.6019191741943,"(188, 21)",0
3,655.3399562835693,"(139, 2)",0
3,586.0927104949951,"(125, 14)",0
3,787.3642444610596,"(164, 18)",0
3,566.9758319854736,"(320, 2)",0
4,1111.6869449615479,"(-83, -10)",0
4,994.1990375518799,"(-86, 1)",0
4,902.1859169006348,"(-79, -5)",0
4,788.6030673980713,"(-79, -7)",0
4,890.413761138916,"(-92, -4)",0
4,952.5792598724365,"(-86, -10)",0
4,717.4630165100098,"(-88, 4)",0
4,765.5479907989502,"(-77, -3)",0
4,1003.47900390625,"(-80, -5)",0
4,747.4379539489746,"(-88, 3)",0
4,769.0801620483398,"(-86, 0)",0
4,831.7439556121826,"(-73, 4)",0
4,878.6349296569824,"(-87, -6)",0
4,770.6212997436523,"(-85, -7)",0
4,1166.565179824829,"(-87, -3)",0
