Permuatation,Time to Complete,Distance Moved,Error
0,2050.9536266326904,"(115, -7)",2
0,1264.725685119629,"(114, 7)",0
0,952.5246620178223,"(105, 1)",0
0,745.6939220428467,"(103, 5)",0
0,1002.220869064331,"(117, 1)",0
0,1187.9212856292725,"(111, -9)",0
0,1246.9184398651123,"(112, -1)",1
0,1616.6496276855469,"(123, 9)",1
0,1040.8098697662354,"(109, 0)",0
0,661.9923114776611,"(109, -3)",0
0,1646.6732025146484,"(117, -3)",0
0,793.0428981781006,"(113, 2)",0
1,729.1276454925537,"(147, -10)",0
1,673.4428405761719,"(110, -5)",0
1,648.5977172851562,"(110, 7)",1
1,550.6641864776611,"(131, 11)",0
1,729.5842170715332,"(152, 0)",0
1,1006.4046382904053,"(147, -8)",0
1,889.8687362670898,"(106, -2)",0
1,628.3535957336426,"(130, 14)",0
1,817.2056674957275,"(131, 3)",0
1,635.735273361206,"(133, -4)",0
1,901.9770622253418,"(123, 2)",0
1,783.4222316741943,"(114, -4)",0
1,580.0659656524658,"(141, -15)",0
1,944.2019462585449,"(119, 7)",0
2,918.7490940093994,"(131, -13)",0
2,1069.8249340057373,"(201, 3)",1
2,742.0318126678467,"(175, -5)",0
2,688.5383129119873,"(140, 8)",0
2,571.8088150024414,"(178, -8)",0
2,594.0444469451904,"(187, -5)",0
2,623.6300468444824,"(176, -4)",0
2,995.1775074005127,"(145, -1)",0
2,2005.8846473693848,"(169, 31)",0
2,603.3344268798828,"(108, 6)",0
3,978.2915115356445,"(151, -15)",0
3,567.2357082366943,"(174, 17)",0
3,561.622142791748,"(220, 3)",0
3,450.87337493896484,"(207, 12)",0
3,485.14699935913086,"(120, 12)",0
3,849.2059707641602,"(163, -22)",0
3,909.8601341247559,"(205, 10)",1
4,1017.859935760498,"(-100, -2)",0
4,1147.6974487304688,"(-80, 0)",0
4,1161.1051559448242,"(-89, 4)",0
4,676.5682697296143,"(-92, 0)",0
4,867.7172660827637,"(-100, -5)",0
4,754.0571689605713,"(-72, -4)",0
