Permuatation,Time to Complete,Distance Moved,Error
0,768.6820030212402,"(112, 11)",0
0,2868.647336959839,"(120, 10)",1
0,908.6558818817139,"(111, -6)",0
0,842.3032760620117,"(113, 4)",0
0,992.7968978881836,"(117, -6)",0
1,1017.096996307373,"(144, 4)",0
1,827.6717662811279,"(128, -14)",0
1,1228.7769317626953,"(129, 9)",1
1,606.3859462738037,"(143, 8)",0
1,916.3491725921631,"(113, -2)",0
1,915.4398441314697,"(150, -3)",0
1,1272.6647853851318,"(123, 17)",1
1,852.3170948028564,"(150, 4)",0
1,1093.6381816864014,"(106, 9)",0
2,700.2360820770264,"(140, -11)",0
2,902.4748802185059,"(181, -37)",0
2,632.131814956665,"(151, -4)",0
2,728.1718254089355,"(112, -20)",0
2,1137.929916381836,"(139, -31)",0
2,838.9911651611328,"(127, 32)",0
3,617.0167922973633,"(243, -73)",0
3,666.5840148925781,"(199, -9)",0
3,587.2812271118164,"(155, -5)",0
3,768.98193359375,"(229, -12)",0
3,690.4330253601074,"(116, 8)",0
3,620.4049587249756,"(129, 13)",0
4,1463.9618396759033,"(-85, 4)",1
4,863.2190227508545,"(-73, 12)",0
4,1120.0358867645264,"(-92, 5)",0
5,657.5937271118164,"(-60, -7)",0
5,763.4680271148682,"(-60, -6)",0
5,750.7209777832031,"(-68, 12)",0
5,665.6723022460938,"(-91, -18)",0
5,571.3279247283936,"(-59, -12)",0
5,766.3280963897705,"(-57, -5)",0
5,633.2368850708008,"(-68, 7)",0
5,1120.1090812683105,"(-54, 13)",1
5,1104.1440963745117,"(-40, 1)",0
5,654.1519165039062,"(-62, -6)",0
5,623.8939762115479,"(-63, -1)",0
6,749.6709823608398,"(-43, 11)",0
6,567.2578811645508,"(11, 2)",0
6,621.7396259307861,"(0, 0)",0
6,532.1791172027588,"(0, 0)",0
6,668.1571006774902,"(-37, 1)",0
6,566.7879581451416,"(-99, 10)",0
6,468.62006187438965,"(5, 2)",0
6,585.2389335632324,"(-25, 18)",0
6,442.0318603515625,"(0, 0)",0
7,534.0359210968018,"(25, -1)",0
7,579.2858600616455,"(44, -10)",0
7,533.0078601837158,"(0, 0)",0
7,704.9229145050049,"(-64, 0)",0
7,607.1369647979736,"(12, 4)",0
7,571.0129737854004,"(-29, 6)",0
7,1006.4959526062012,"(154, 28)",0
8,900.8641242980957,"(206, 0)",0
8,1139.7509574890137,"(223, -9)",0
8,946.3810920715332,"(209, -10)",0
8,1171.1082458496094,"(217, 10)",0
8,1088.7610912322998,"(212, 2)",0
9,1600.229263305664,"(211, -9)",0
9,1199.774980545044,"(215, -10)",0
9,978.6508083343506,"(252, -5)",0
9,883.9578628540039,"(262, -13)",0
9,745.1198101043701,"(235, 13)",0
9,1076.159954071045,"(253, -7)",0
9,804.2380809783936,"(236, 26)",0
9,815.993070602417,"(210, 23)",0
9,1455.7068347930908,"(219, -3)",0
9,1458.7867259979248,"(245, 7)",1
10,833.6210250854492,"(244, -10)",0
10,715.872049331665,"(299, -16)",0
10,888.6740207672119,"(246, 2)",0
10,647.0479965209961,"(278, -4)",0
10,985.4841232299805,"(206, 0)",0
10,764.9548053741455,"(249, -27)",0
10,1102.2608280181885,"(292, -22)",1
10,1653.0139446258545,"(298, -14)",0
10,596.214771270752,"(233, -32)",0
10,834.3219757080078,"(327, -10)",0
11,929.1069507598877,"(356, 32)",0
11,1016.7739391326904,"(292, -12)",0
11,916.2478446960449,"(253, -2)",0
11,606.0118675231934,"(303, 5)",0
11,1066.7150020599365,"(351, 10)",0
11,550.7872104644775,"(331, -6)",0
11,796.9100475311279,"(248, 10)",0
11,587.364912033081,"(279, -2)",0
11,1837.9182815551758,"(364, -30)",0
11,616.2090301513672,"(358, 13)",0
11,823.7588405609131,"(388, 16)",0
11,950.5085945129395,"(245, 5)",0
11,824.591875076294,"(349, 60)",0
11,607.6629161834717,"(284, 11)",0
12,1216.181993484497,"(-170, 8)",0
12,784.0969562530518,"(-190, 9)",0
12,1150.055170059204,"(-179, 7)",0
12,1371.2472915649414,"(-182, 7)",0
12,3133.639097213745,"(-184, 9)",0
12,4977.419853210449,"(-180, -15)",0
12,1256.119728088379,"(-182, 2)",0
12,1166.4838790893555,"(-187, -7)",0
12,982.490062713623,"(-181, 5)",0
12,1482.9800128936768,"(-181, 8)",1
12,1457.8630924224854,"(-199, -2)",1
12,895.9739208221436,"(-180, 8)",0
12,1406.8000316619873,"(-186, 5)",0
12,4833.773136138916,"(-191, -1)",0
12,734.7140312194824,"(-173, -7)",0
12,761.8896961212158,"(-195, 6)",0
12,819.7669982910156,"(-187, -5)",0
12,1263.6640071868896,"(-189, 14)",0
13,794.8837280273438,"(-147, -15)",0
13,887.9439830780029,"(-157, -1)",0
13,895.6120014190674,"(-174, -21)",0
13,920.7148551940918,"(-156, 6)",0
13,933.3009719848633,"(-141, -7)",0
13,769.629955291748,"(-180, 11)",0
13,977.4560928344727,"(-154, 10)",0
13,646.543025970459,"(-176, -1)",0
13,876.802921295166,"(-165, 13)",0
13,724.2250442504883,"(-175, 0)",0
13,1062.1931552886963,"(-157, 6)",0
13,792.8159236907959,"(-173, -27)",0
13,634.3960762023926,"(-171, 2)",0
14,701.0140419006348,"(-111, -3)",0
14,799.2377281188965,"(-121, -3)",0
14,754.525899887085,"(-126, -15)",0
14,629.7028064727783,"(-125, 4)",0
14,577.2509574890137,"(-105, 7)",0
14,683.49289894104,"(-139, 4)",0
14,943.2218074798584,"(-104, -3)",0
14,712.6259803771973,"(-135, 15)",0
14,623.5120296478271,"(-120, 3)",0
14,521.5270519256592,"(-119, 13)",0
14,536.3161563873291,"(-123, 5)",0
14,643.0840492248535,"(-94, 31)",0
15,826.6961574554443,"(0, 0)",0
15,566.932201385498,"(-41, -1)",0
15,532.0730209350586,"(-4, 0)",0
15,422.93787002563477,"(0, 0)",0
15,631.0641765594482,"(-35, -2)",0
15,509.1569423675537,"(-82, 0)",0
15,558.6669445037842,"(0, 0)",0
15,568.1369304656982,"(-11, 2)",0
15,469.7549343109131,"(4, 0)",0
15,570.8632469177246,"(-17, 0)",0
15,532.7820777893066,"(0, 0)",0
15,603.7418842315674,"(-62, 1)",0
16,1633.3398818969727,"(308, 9)",0
16,1283.73384475708,"(321, 3)",0
16,1232.6200008392334,"(315, 4)",0
16,1120.6331253051758,"(316, -4)",0
16,1638.577938079834,"(323, -1)",0
16,1753.6027431488037,"(316, 13)",1
16,1183.1388473510742,"(312, 12)",0
16,797.5642681121826,"(316, 3)",0
16,1282.7520370483398,"(319, -3)",0
17,1087.3091220855713,"(309, -75)",0
17,2528.1291007995605,"(309, 9)",0
17,1428.7049770355225,"(319, 2)",0
17,6660.1457595825195,"(361, 13)",0
17,1020.179033279419,"(317, 17)",0
17,1474.9419689178467,"(317, 16)",1
17,913.4447574615479,"(310, 12)",0
17,845.0360298156738,"(313, 14)",0
17,1170.7468032836914,"(335, 31)",0
17,905.5769443511963,"(350, 3)",0
18,933.5129261016846,"(375, 30)",0
18,982.5661182403564,"(394, -28)",0
18,1233.9708805084229,"(354, 20)",0
18,978.6288738250732,"(318, 0)",0
18,814.0332698822021,"(342, -46)",0
18,833.0388069152832,"(364, -8)",0
18,897.7429866790771,"(394, -6)",0
18,979.7868728637695,"(343, -11)",0
18,863.7101650238037,"(399, 19)",0
18,993.9289093017578,"(336, 9)",0
18,600.4412174224854,"(335, -6)",0
19,1071.8770027160645,"(339, -24)",0
19,564.6340847015381,"(452, 4)",0
19,899.1727828979492,"(374, 0)",0
19,1370.041847229004,"(349, 11)",0
19,572.8418827056885,"(345, -15)",0
19,865.4999732971191,"(422, -61)",0
19,1091.4790630340576,"(325, -72)",0
19,741.4979934692383,"(323, -22)",0
19,1168.2310104370117,"(326, 21)",0
20,916.3470268249512,"(-287, 0)",0
20,1196.6578960418701,"(-284, 2)",0
20,919.1689491271973,"(-297, -9)",0
20,902.0421504974365,"(-292, 3)",0
20,958.4991931915283,"(-298, 2)",0
20,1101.2420654296875,"(-296, -1)",0
21,932.0008754730225,"(-271, -7)",0
21,966.2060737609863,"(-263, 12)",0
21,981.0941219329834,"(-294, 14)",0
21,730.6060791015625,"(-258, 1)",0
21,912.5528335571289,"(-282, -1)",0
21,715.6438827514648,"(-258, -7)",0
21,1278.9318561553955,"(-254, -17)",0
22,2551.0849952697754,"(-258, 21)",2
22,933.3429336547852,"(-216, -39)",0
22,749.0041255950928,"(-264, 30)",0
22,872.438907623291,"(-238, -2)",0
22,1026.5111923217773,"(-221, -10)",0
22,697.4847316741943,"(-193, -1)",0
22,751.1260509490967,"(-239, -15)",0
22,951.6251087188721,"(-196, -4)",0
22,847.7621078491211,"(-193, 11)",0
22,1247.4539279937744,"(-223, 20)",1
22,548.6917495727539,"(-286, 9)",0
22,1017.8570747375488,"(-252, 13)",0
22,915.3687953948975,"(-248, 32)",0
22,1021.7399597167969,"(-260, -37)",0
22,874.0060329437256,"(-231, -7)",0
22,642.2290802001953,"(-258, -20)",0
23,665.5697822570801,"(-125, 13)",0
23,617.2082424163818,"(-119, 4)",0
23,572.5109577178955,"(-209, -23)",0
23,570.6081390380859,"(-153, 7)",0
23,581.719160079956,"(-144, -21)",0
23,597.2459316253662,"(-289, 20)",0
23,578.6740779876709,"(-119, 60)",0
23,559.7960948944092,"(-98, -1)",0
23,680.3216934204102,"(-135, 45)",0
23,538.8321876525879,"(-165, -16)",0
24,1150.3679752349854,"(420, 9)",0
24,1915.8658981323242,"(407, -5)",0
24,1740.5130863189697,"(428, 12)",1
24,1175.6799221038818,"(417, -1)",0
24,1249.3109703063965,"(424, 1)",0
24,1234.0068817138672,"(403, -2)",0
24,1147.8161811828613,"(421, 3)",0
24,1136.197805404663,"(412, -6)",0
25,1149.280071258545,"(448, -3)",0
25,916.3436889648438,"(417, 14)",0
25,1024.6140956878662,"(424, -6)",0
25,1180.9427738189697,"(422, 0)",0
25,916.2542819976807,"(434, 1)",0
25,736.234188079834,"(423, 3)",0
25,1176.3052940368652,"(440, -4)",0
26,1187.3829364776611,"(446, 24)",0
26,1066.3459300994873,"(456, -1)",0
26,933.0520629882812,"(418, -44)",0
26,1116.715908050537,"(421, -23)",0
26,1290.6737327575684,"(426, 0)",0
26,1344.4597721099854,"(417, 0)",0
26,1100.106954574585,"(434, 25)",0
26,1452.7149200439453,"(418, 11)",0
26,1392.822027206421,"(441, 2)",0
26,1446.1498260498047,"(421, 1)",0
26,3197.615146636963,"(479, 13)",0
26,982.6791286468506,"(451, -9)",0
26,1122.2012042999268,"(425, 14)",0
27,1144.590139389038,"(448, 0)",0
27,1400.1848697662354,"(431, 22)",1
27,1065.9852027893066,"(418, 30)",0
27,843.421220779419,"(440, 93)",0
27,1095.6001281738281,"(407, 34)",0
27,814.8949146270752,"(415, -25)",0
27,1553.9021492004395,"(416, 40)",0
27,1661.3469123840332,"(460, 2)",0
27,1088.3488655090332,"(452, -23)",0
27,1371.4170455932617,"(440, -30)",0
27,1150.9199142456055,"(446, -36)",0
27,1026.5212059020996,"(457, -3)",0
27,1087.768793106079,"(435, 19)",0
27,1828.2039165496826,"(420, 20)",0
28,1613.2681369781494,"(-375, 12)",1
28,1200.0083923339844,"(-384, -6)",0
28,1355.8859825134277,"(-379, -2)",0
28,1739.1622066497803,"(-392, 3)",0
28,1002.047061920166,"(-380, 10)",0
28,1133.3141326904297,"(-376, 7)",0
28,999.5129108428955,"(-387, -1)",0
28,1103.4669876098633,"(-380, -7)",0
28,928.6549091339111,"(-375, 3)",0
28,1169.2838668823242,"(-392, -5)",0
28,1236.151933670044,"(-397, -6)",0
29,1420.6361770629883,"(-366, 4)",0
29,1465.7800197601318,"(-387, 1)",0
29,1066.545009613037,"(-354, 4)",0
29,1542.5078868865967,"(-357, 8)",0
29,1002.9952526092529,"(-346, -6)",0
29,949.1631984710693,"(-377, -15)",0
29,1382.7259540557861,"(-337, 10)",0
29,1487.7707958221436,"(-351, 0)",0
29,1173.414945602417,"(-356, 11)",0
29,1146.491289138794,"(-354, 4)",0
29,1116.4119243621826,"(-362, 16)",0
29,1442.9879188537598,"(-379, -7)",0
29,983.2358360290527,"(-364, 0)",0
30,800.0147342681885,"(-329, 31)",0
30,1150.1562595367432,"(-332, -7)",0
30,883.2459449768066,"(-311, -5)",0
30,933.1121444702148,"(-282, 22)",0
30,770.1990604400635,"(-329, -8)",0
30,640.5370235443115,"(-374, -4)",0
30,549.9839782714844,"(-389, -24)",0
30,813.9951229095459,"(-312, 1)",0
30,757.6708793640137,"(-348, 1)",0
30,965.0728702545166,"(-311, -10)",0
30,782.8249931335449,"(-342, 14)",0
30,700.3226280212402,"(-334, 32)",0
30,982.4588298797607,"(-342, -10)",0
30,973.9570617675781,"(-320, 4)",0
31,1062.3679161071777,"(-238, 26)",0
31,617.8419589996338,"(-350, -22)",0
31,535.142183303833,"(-227, -19)",0
31,699.0828514099121,"(-216, 5)",0
31,1017.0459747314453,"(-218, 10)",0
31,666.2201881408691,"(-228, -27)",0
31,549.760103225708,"(-247, 11)",0
31,768.6061859130859,"(-297, 64)",0
31,643.7828540802002,"(-237, 35)",0
31,767.7421569824219,"(-169, 68)",0
31,6310.255765914917,"(-341, -12)",0
31,615.5855655670166,"(-200, 15)",0
