Permuatation,Time to Complete,Distance Moved,Error
0,941.9529438018799,"(110, 8)",0
0,1068.9187049865723,"(126, 12)",0
0,883.7599754333496,"(108, 2)",0
0,1703.3870220184326,"(111, -3)",1
0,1252.5701522827148,"(114, -8)",0
0,779.4229984283447,"(115, 4)",0
0,955.1951885223389,"(113, -1)",0
0,818.4030055999756,"(116, 12)",0
0,2513.3368968963623,"(124, 0)",1
1,797.5659370422363,"(129, 18)",0
1,695.3208446502686,"(119, 2)",0
1,1137.6619338989258,"(120, 1)",0
1,1423.4261512756348,"(116, 12)",1
1,805.0379753112793,"(138, 3)",0
1,880.364179611206,"(116, -2)",0
1,1233.9069843292236,"(116, 1)",0
1,730.2017211914062,"(118, 9)",0
2,977.8051376342773,"(126, -6)",0
2,717.3850536346436,"(126, 20)",0
2,699.5909214019775,"(130, 26)",0
2,801.0587692260742,"(121, 18)",0
2,704.725980758667,"(124, 26)",0
2,863.502025604248,"(149, -4)",0
2,1069.666862487793,"(144, 19)",0
2,784.2099666595459,"(138, 9)",0
2,611.4718914031982,"(190, -5)",0
3,700.8881568908691,"(214, -14)",0
3,633.558988571167,"(157, 4)",0
3,819.2481994628906,"(121, 5)",0
3,849.3690490722656,"(123, 3)",0
3,665.8849716186523,"(182, 13)",0
3,532.8230857849121,"(166, -16)",0
3,548.8681793212891,"(224, -3)",0
4,1326.720952987671,"(-93, 10)",0
4,1653.1579494476318,"(-89, 1)",1
4,1152.8258323669434,"(-83, 8)",0
4,1016.8671607971191,"(-74, -2)",0
4,1334.0909481048584,"(-95, 5)",0
4,639.1229629516602,"(-80, 1)",0
4,1855.098009109497,"(-89, -1)",1
5,868.5469627380371,"(-79, 7)",0
5,631.1140060424805,"(-85, -1)",0
5,749.3798732757568,"(-61, 1)",0
5,698.8339424133301,"(-68, -1)",0
5,647.8049755096436,"(-61, -3)",0
5,755.4988861083984,"(-64, -10)",0
5,815.587043762207,"(-65, 2)",0
5,635.3240013122559,"(-72, -2)",0
5,649.1997241973877,"(-62, -2)",0
6,681.2360286712646,"(-79, 10)",0
6,485.60094833374023,"(0, 0)",0
6,566.540002822876,"(0, 0)",0
6,565.5438899993896,"(-11, 0)",0
6,531.6100120544434,"(-3, 0)",0
6,682.4910640716553,"(-25, 8)",0
6,683.189868927002,"(-30, 4)",0
6,635.300874710083,"(-35, -2)",0
6,605.4079532623291,"(-42, 4)",0
6,653.0821323394775,"(-6, 0)",0
6,638.850212097168,"(-19, 0)",0
6,537.0848178863525,"(-16, 0)",0
6,550.3590106964111,"(3, 2)",0
7,681.9310188293457,"(-44, 2)",0
7,651.9739627838135,"(-4, 12)",0
7,429.1961193084717,"(2, 0)",0
7,973.0658531188965,"(0, 0)",0
7,685.1959228515625,"(-15, 2)",0
7,622.8957176208496,"(-14, -8)",0
7,600.8398532867432,"(7, 7)",0
7,527.5907516479492,"(-1, 0)",0
7,498.445987701416,"(0, 0)",0
7,526.9758701324463,"(0, 0)",0
